"type"," text " 
"ham"," Baaaaabe !   I   misss   youuuuu   !   Where   are   you   ?   I   have   to   go   and   teach   my   class   at   5   ... " 

"ham"," Convey   my   regards   to   him " 

"ham"," U   ned   to   convince   him   tht   its   not   possible   witot   hurting   his   feeling   its   the   main " 

"ham"," Good   afternoon   loverboy   !   How   goes   you   day   ?   Any   luck   come   your   way ?   I   think   of   you
"ham"," If   i   start   sending   blackberry   torch   to   nigeria   will   you   find   buyer   for   me ? like   4 a   month .   And   tell   dad   not   to   buy   bb   from   anyone   oh . " 

"ham"," & lt ; #& gt ;   % of   pple   marry   with   their   lovers ...   becz   they   hav   gud   undrstndng   dat   avoids   problems .   i   sent   dis   2   u
"ham"," Yo   dude   guess   who   just   got   arrested   the   other   day " 

"ham"," Shuhui   say   change   2   suntec   steamboat ?   U   noe   where ?   Where   r   u   now ? " 

"ham"," What   does   the   dance   river   do ? " 

"ham"," Yetunde
"ham"," Hey   i   will   be   really   pretty   late ...   You   want   to   go   for   the   lesson   first ?   I   will   join   you .   I ' m   only   reaching   tp   mrt " 

"spam"," HOT   LIVE   FANTASIES   call   now   08707509020   Just   20 p   per   min   NTT   Ltd
"ham"," Bbq   this   sat   at   mine   from   6 ish .   Ur   welcome   2   come " 

"ham"," I   don ' t   know
"ham"," Alright .   I ' m   out - - have   a   good   night ! " 

"ham"," Did   you   try   making   another   butt . " 

"ham"," Hope   you   are   feeling   great .   Pls   fill   me   in .   Abiola " 

"ham"," I   though   we   shd   go   out   n   have   some   fun   so   bar   in   town   or   something   –   sound   ok ? " 

"ham"," 1 )   Go   to   write   msg   2 )   Put   on   Dictionary   mode   3 ) Cover   the   screen   with   hand
"spam"," Bears   Pic   Nick
"spam"," 500   New   Mobiles   from   2004
"ham"," We ' re   finally   ready   fyi " 

"ham"," Auntie   huai   juan   never   pick   up   her   phone " 

"spam"," Double   Mins   &   Double   Txt   &   1 / 2   price   Linerental   on   Latest   Orange   Bluetooth   mobiles .   Call   MobileUpd8   for   the   very   latest   offers .   08000839402   or   call2optout / LF56 " 

"ham"," Ya   tel
"spam"," No .   1   Nokia   Tone   4   ur   mob   every   week !   Just   txt   NOK   to   87021.   1 st   Tone   FREE   !   so   get   txtin   now   and   tell   ur   friends .   150 p / tone .   16   reply   HL   4 info " 

"ham"," i   dnt   wnt   to   tlk   wid   u " 

"ham"," We   spend   our   days   waiting   for   the   ideal   path   to   appear   in   front   of   us ..   But   what   we   forget   is ..   " " paths   are   made   by   walking ..   not   by   waiting .. " "   Goodnight ! " 

"ham"," Its   ok   my   arm   is   feeling   weak   cuz   i   got   a   shot   so   we   can   go   another   time " 

"ham"," Please   reserve   ticket   on   saturday   eve   from   chennai   to   thirunelvali   and   again   from   tirunelvali   to   chennai   on   sunday   eve ... i   already   see   in   net .. no   ticket   available .. i   want   to   book   ticket   through   tackle   .. " 

"ham"," Storming   msg :   Wen   u   lift   d   phne
"ham"," That ' s   ok .   I   popped   in   to   ask   bout   something   and   she   said   you ' d   been   in .   Are   you   around   tonght   wen   this   girl   comes ? " 

"ham"," All   e   best   4   ur   exam   later . " 

"ham"," Hope   ur   head   doesn ' t   hurt   2   much   !   Am   ploughing   my   way   through   a   pile   of   ironing   !   Staying   in   with   a   chinky   tonight   come   round   if   you   like . " 

"ham"," Oh   k . i   think   most   of   wi   and   nz   players   unsold . " 

"ham"," Haha ...   Where   got   so   fast   lose   weight
"ham"," I   wonder   how   you   got   online
"ham"," Haha   just   kidding
"ham"," Thk   shld   b   can ...   Ya
"ham"," Oh   ok .. " 

"ham"," R   we   still   meeting   4   dinner   tonight ? " 

"ham"," Thats   cool !   I   am   a   gentleman   and   will   treat   you   with   dignity   and   respect . " 

"ham"," Shall   i   start   from   hear . " 

"ham"," Then   we   wait   4   u   lor ...   No   need   2   feel   bad   lar ... " 

"ham"," No   did   you   check ?   I   got   his   detailed   message   now " 

"ham"," You   have   registered   Sinco   as   Payee .   Log   in   at   icicibank . com   and   enter   URN     & lt ; #& gt ;     to   confirm .   Beware   of   frauds .   Do   NOT   share   or   disclose   URN   to   anyone . " 

"ham"," No
"ham"," Kaiez ...   Enjoy   ur   tuition ...   Gee ...   Thk   e   second   option   sounds   beta ...   I ' ll   go   yan   jiu   den   msg   u ... " 

"ham"," You   have   registered   Sinco   as   Payee .   Log   in   at   icicibank . com   and   enter   URN     & lt ; #& gt ;     to   confirm .   Beware   of   frauds .   Do   NOT   share   or   disclose   URN   to   anyone . " 

"ham"," cool .   We   will   have   fun   practicing   making   babies ! " 

"ham"," Actually   getting   ready   to   leave   the   house . " 

"ham"," K .. k .. any   special   today ? " 

"spam"," URGENT
"ham"," Then   we   gotta   do   it   after   that " 

"ham"," I ' ve   got   ten   bucks
"ham"," Where   at   were   hungry   too " 

"ham"," Pls   speak   to   that   customer   machan . " 

"ham"," somewhere   out   there   beneath   the   pale   moon   light   someone   think   in   of   u   some   where   out   there   where   dreams   come   true ...   goodnite   & amp ;   sweet   dreams " 

"ham"," Wen   ur   lovable   bcums   angry   wid   u
"spam"," Dear   U ' ve   been   invited   to   XCHAT .   This   is   our   final   attempt   to   contact   u !   Txt   CHAT   to   86688   150 p / MsgrcvdHG / Suite342 / 2 Lands / Row / W1J6HL   LDN   18   yrs " 

"ham"," So   wats   ur   opinion   abt   him   and   how   abt   is   character ? " 

"ham"," Jay   is   snickering   and   tells   me   that   x   is   totally   fucking   up   the   chords   as   we   speak " 

"ham"," No .. few   hours   before . went   to   hair   cut   . " 

"ham"," No   wonder ...   Cos   i   dun   rem   seeing   a   silver   car ...   But   i   thk   i   saw   a   black   one ... " 

"ham"," Lmao .   Take   a   pic   and   send   it   to   me . " 

"ham"," " " Speak   only   when   you   feel   your   words   are   better   than   the   silence ... " "   Gud   mrng : - ) " 

"ham"," No .   She ' s   currently   in   scotland   for   that . " 

"ham"," Do   you   work   all   this   week   ? " 

"spam"," Congratulations   ur   awarded   either   £ 500   of   CD   gift   vouchers   &   Free   entry   2   our   £ 100   weekly   draw   txt   MUSIC   to   87066   TnCs   www . Ldew . com   1   win150ppmx3age16 " 

"ham"," Lol   great   now   im   getting   hungry . " 

"ham"," Yes ..   now   only   saw   your   message .. " 

"ham"," I ' ll   be   at   mu   in   like     & lt ; #& gt ;     seconds " 

"ham"," Ok ... " 

"ham"," THING   R   GOOD   THANX   GOT   EXAMS   IN   MARCH   IVE   DONE   NO   REVISION ?   IS   FRAN   STILL   WITH   BOYF ?   IVE   GOTTA   INTERVIW   4   EXETER   BIT   WORRIED ! x " 

"ham"," Tell   you   what
"spam"," For   sale   -   arsenal   dartboard .   Good   condition   but   no   doubles   or   trebles ! " 

"ham"," Don ' t   look   back   at   the   building   because   you   have   no   coat   and   i   don ' t   want   you   to   get   more   sick .   Just   hurry   home   and   wear   a   coat   to   the   gym ! ! ! " 

"ham"," My   painful   personal   thought -   " " I   always   try   to   keep   everybody   happy   all   the   time .   But   nobody   recognises   me   when   i   am   alone " " " 

"ham"," Thanks   for   ve   lovely   wisheds .   You   rock " 

"ham"," You   intrepid   duo   you !   Have   a   great   time   and   see   you   both   soon . " 

"ham"," I   asked   sen   to   come   chennai   and   search   for   job . " 

"ham"," Dad   went   out   oredi ... " 

"ham"," I   jus   hope   its   true   that     missin   me   cos   i ' m   really   missin   him !   You   haven ' t   done   anything   to   feel   guilty   about
"ham"," Wat   so   late   still   early   mah .   Or   we   juz   go   4   dinner   lor .   Aiya   i   dunno ... " 

"ham"," Arms   fine
"ham"," In   fact   when   do   you   leave ?   I   think   addie   goes   back   to   school   tues   or   wed " 

"ham"," Cool   breeze ...   Bright   sun ...   Fresh   flower ...   Twittering   birds ...   All   these   waiting   to   wish   u :   " " GOODMORNING   & amp ;   HAVE   A   NICE   DAY " "   : ) " 

"ham"," Ya : ) going   for   restaurant .. " 

"ham"," Its   ok .
"spam"," Free   1 st   week   entry   2   TEXTPOD   4   a   chance   2   win   40 GB   iPod   or   £ 250   cash   every   wk .   Txt   POD   to   84128   Ts & Cs   www . textpod . net   custcare   08712405020. " 

"ham"," Those   ducking   chinchillas " 

"ham"," I   am   in   a   marriage   function " 

"ham"," Looks   like   u   wil   b   getting   a   headstart   im   leaving   here   bout   2.30 ish   but   if   u   r   desperate   for   my   company   I   could   head   in   earlier - we   were   goin   to   meet   in   rummer . " 

"ham"," Don ‘ t   give   a   flying   monkeys   wot   they   think   and   I   certainly   don ‘ t   mind .   Any   friend   of   mine   and   all   that ! " 

"spam"," As   a   registered   optin   subscriber   ur   draw   4   £ 100   gift   voucher   will   be   entered   on   receipt   of   a   correct   ans   to   80062   Whats   No1   in   the   BBC   charts " 

"ham"," say   thanks2 . " 

"ham"," Msg   me   when   rajini   comes . " 

"ham"," Ya !   when   are   ü   taking   ure   practical   lessons ?   I   start   in   june .. " 

"ham"," That ' s   good
"ham"," Stupid . its   not   possible " 

"ham"," Can   ü   all   decide   faster   cos   my   sis   going   home   liao .. " 

"spam"," Summers   finally   here !   Fancy   a   chat   or   flirt   with   sexy   singles   in   yr   area ?   To   get   MATCHED   up   just   reply   SUMMER   now .   Free   2   Join .   OptOut   txt   STOP   Help08714742804 " 

"ham"," U   sleeping   now ..   Or   you   going   to   take ?   Haha ..   I   got   spys   wat ..   Me   online   checking   n   replying   mails   lor .. " 

"spam"," CLAIRE   here   am   havin   borin   time   &   am   now   alone   U   wanna   cum   over   2 nite ?   Chat   now   09099725823   hope   2   C   U   Luv   CLAIRE   xx   Calls £ 1 / minmoremobsEMSPOBox45PO139WA " 

"ham"," Fighting   with   the   world   is   easy
"spam"," Bought   one   ringtone   and   now   getting   texts   costing   3   pound   offering   more   tones   etc " 

"ham"," Yalru   lyfu   astne   chikku ..   Bt   innu   mundhe   lyf   ali   halla   ke   bilo   ( marriage ) program   edhae
"ham"," Kinda .   First   one   gets   in   at   twelve !   Aah .   Speak   tomo " 

"spam"," 09066362231   URGENT !   Your   mobile   No   07 xxxxxxxxx   won   a   £ 2
"ham"," Ok   good   then   i   later   come   find   ü ...   C   lucky   i   told   ü   to   go   earlier ...   Later   pple   take   finish   ü   no   more   again ... " 

"ham"," Wat   makes   u   thk   i ' ll   fall   down .   But   actually   i   thk   i ' m   quite   prone   2   falls .   Lucky   my   dad   at   home   i   ask   him   come   n   fetch   me   already . " 

"spam"," YOU   07801543489   are   guaranteed   the   latests   Nokia   Phone
"ham"," Your   account   has   been   refilled   successfully   by   INR     & lt ; DECIMAL & gt ;   .   Your   KeralaCircle   prepaid   account   balance   is   Rs     & lt ; DECIMAL & gt ;   .   Your   Transaction   ID   is   KR   & lt ; #& gt ;   . " 

"ham"," I   wont   touch   you   with   out   your   permission . " 

"spam"," Hi   its   LUCY   Hubby   at   meetins   all   day   Fri   &   I   will   B   alone   at   hotel   U   fancy   cumin   over ?   Pls   leave   msg   2 day   09099726395   Lucy   x   Calls £ 1 / minMobsmoreLKPOBOX177HP51FL " 

"ham"," 7   wonders   in   My   WORLD   7 th   You   6 th   Ur   style   5 th   Ur   smile   4 th   Ur   Personality   3 rd   Ur   Nature   2 nd   Ur   SMS   and   1 st   " " Ur   Lovely   Friendship " " ...   good   morning   dear " 

"ham"," Take   some   small   dose   tablet   for   fever " 

"ham"," Oh .   U   must   have   taken   your   REAL   Valentine   out   shopping   first . " 

"ham"," Just   sent   you   an   email   –   to   an   address   with   incomm   in   it
"ham"," Will   do
"ham"," Friendship   is   not   a   game   to   play
"ham"," Nice .   Wait ... should   you   be   texting   right   now ?   I ' m   not   gonna   pay   your   ticket
"ham"," I ' m   watching   lotr   w   my   sis   dis   aft .   So   u   wan   2   meet   me   4   dinner   at   nite   a   not ? " 

"ham"," Why   you   keeping   me   away   like   this " 

"ham"," I   think   its   far   more   than   that   but   find   out .   Check   google   maps   for   a   place   from   your   dorm . " 

"ham"," My   trip   was   ok   but   quite   tiring   lor .   Uni   starts   today   but   it ' s   ok   4   me   cos   i ' m   not   taking   any   modules   but   jus   concentrating   on   my   final   yr   project . " 

"ham"," Have   you   always   been   saying   welp ? " 

"ham"," I ' m   a   guy
"ham"," Ok ... " 

"ham"," Purity   of   friendship   between   two   is   not   about   smiling   after   reading   the   forwarded   message .. Its   about   smiling   just   by   seeing   the   name .   Gud   evng   musthu " 

"ham"," Sorry
"ham"," ( I   should   add   that   I   don ' t   really   care   and   if   you   can ' t   I   can   at   least   get   this   dude   to   fuck   off   but   hey
"ham"," Hello   lover !   How   goes   that   new   job ?   Are   you   there   now ?   Are   you   happy ?   Do   you   think   of   me ?   I   wake
"ham"," I   told   your   number   to   gautham .. " 

"ham"," Tell   them   no   need   to   investigate   about   me   anywhere . " 
